ID,Nome,Nickname,Descricao,Criacao_Canal,Categoria,Viewers,Linguagem,Data_stream,Hora_stream
24150891,kokujintv,kokujintv,ゲーミングチーム REJECT 格闘ゲーム部門プロデューサー兼ストリーマー 「格ゲーマー人狼」「おじリーグ」主催。そういうゲームじゃねぇからこれ！！の格ゲーおじさんです。■youtubeアカウント：https://www.youtube.com/@kokujintv,17/08/2011,Overwatch 2,1727,Japonês,21/05/2025,04:20:50
86224100,pge4,pge4,Flow state in the bruh dimension,25/03/2015,Overwatch 2,1720,Inglês,21/05/2025,01:28:18
90381336,ultrasaurus,Ultrasaurus,"Hello my name is Ultrasaurus and I am a mixed race Canadian streamer! We primarily focus on simulation games with the occasional variety game thrown in. Community always comes first - we focus on respect, positivity and kindness. For all business inquiries: ultrasaurus@fenixdown.co",06/05/2015,RoadCraft,1493,Inglês,21/05/2025,02:03:52
29400754,lacari,Lacari,YEP. ‎ ‎ Business Inquiries: Lacari@mythictalent.com,31/03/2012,PokéRogue,1794,Inglês,21/05/2025,03:51:20
121458425,shipbroman,shipbroman,Hey. I am Alen. 31 year old Pisces guy with ASD with positive vibes and funny awesome person from Croatia. Master of science of electrical engineering. I love helping other small streamers grow and I support everyone I can. Have many giveaways and love giving back to the community. Much love all.,10/04/2016,The First Descendant,1538,Inglês,21/05/2025,04:18:02
214390156,xcluted,Xcluted,business inquiries: xclutedbiz@gmail.com,15/04/2018,Grand Theft Auto V,609,Inglês,21/05/2025,02:08:40
1268360586,baldybronson,BaldyBronson,"Step into the high-stakes world of BaldyBronson—BB to the inner circle—where the chips are stacked, the suits are sharp, and the vibe is pure 1960s. I’m your bald, brawny host, a man of discipline, strength, and style.",24/02/2025,Slots,1802,Inglês,21/05/2025,05:00:17
693883340,clioaite,ClioAite,"Full Time Streamer, VTuber, Strategy game addict",04/06/2021,Kenshi,1776,Inglês,21/05/2025,00:09:36
59131475,caprimint,Caprimint,"Hola! (◡‿◡✿) Stream dedicado a la comunidad, conversamos y compartimos mucho principalmente con humor ♥Jugamos variedad de juegos, a veces con mis amigos y otras con el chat.",17/03/2014,League of Legends,1705,Espanhol,21/05/2025,02:25:56
810650293,yohdazo,葉っち,葉と申します。よろしくお願いします,20/07/2022,VALORANT,1904,Japonês,21/05/2025,05:20:40
24538518,sneakylol,sneakylol,Streamer :D,02/09/2011,League of Legends,1485,Inglês,21/05/2025,03:36:53
29546745,wtf_winds123,大丸,陳鵬年，喜歡打LOL的實況主，專長是英雄聯盟的打野位置。歐付寶會員編號：1356596 ,06/04/2012,Honkai: Star Rail,1446,Chinês,21/05/2025,02:34:55
72480716,tonton,Tonton,Je crois qu'il est préférable de ne pas connaître les raisons qui font que je suis complètement siphonné du bulbe...95A+ Saitama streamer body.,05/10/2014,Just Chatting,1726,Francês,21/05/2025,04:50:11
115467657,gale,Gale,A Hardcore Competitive player who focuses on S+ tier gameplay :) ,11/02/2016,Marvel Rivals,1363,Inglês,21/05/2025,02:39:37
151409846,cr_rion,CR_rion,CrazyRaccoon所属 Streamer,25/03/2017,VALORANT,2352,Japonês,21/05/2025,05:27:56
107536229,aurateur,Aurateur,I play the worst Mario levels imaginable.     Business: aurateur@ggtalentgroup.com,20/11/2015,Super Mario Maker 2,1465,Inglês,21/05/2025,04:19:18
451786566,silky,Silky,"Hi, I'm Silky. Any business inquiries contact me at Yungsilkmgmt@gmail.com",31/07/2019,Just Chatting,1987,Inglês,21/05/2025,05:47:18
805196060,abbasoov,ABBASOOV,По поводу рекламы и сотрудничества писать в телеграм @partnershipm,29/06/2022,Just Chatting,1577,Russo,21/05/2025,04:43:42
44338537,burkeblack,BurkeBlack,"Yarr Harr! Welcome to the Pirates! Chat Interaction/Friendly Community/And Over the Top Gameplay and Laughs, we set sail Mon-Sat at 10PM EST.",04/06/2013,RoadCraft,1495,Inglês,21/05/2025,02:02:21
189850266,bigrussianmum,BIGRUSSIANMUM,Меня зовут Майя. Давай вместе поиграем | Сотрудничество: boss@brmgame.ru,10/01/2018,RoadCraft,1480,Russo,21/05/2025,05:11:35
78825795,ostpolitik,Ostpolitik,"Matinalier sur Twitch depuis janvier 2020, je vous propose du mardi au jeudi de 7h à 9h et le vendredi de 10h à midi (ici ou chez Mediapart) une émission qui parle d'actualité française et internationale. Contact : MatinaleOstpolitik@gmail.com",03/01/2015,Talk Shows & Podcasts,1683,Francês,21/05/2025,04:50:33
143655015,nezumivy,nezumivy,"🌸Hello! Soy Lúa, mejor conocida como Nezumi lo cual significa ""Rata / Ratón"" en Japones.🌸Actualmente tengo 1 año haciendo stream, pero me desmonetizaron. Eso me impulso a mudarme a la mejor plataforma, osea aquí. 💜 Soy nueva y espero hacer muchos amiguitos bonitos salvajes del bosque.🐁✨",03/01/2017,League of Legends,1670,Espanhol,21/05/2025,03:00:54
44259400,seanic,seanic,undiagnosed but I’m pretty sure,02/06/2013,Blue Prince,1530,Inglês,20/05/2025,23:43:20
141572955,memorizer,Memorizer,Business : taehwanhyun@naver.com,09/12/2016,Lost Ark,1519,Inglês,21/05/2025,01:10:40
70518383,rpglimitbreak,RPGLimitBreak,"Annual RPG Speedrun Charity Marathon, plus other great online RPG community events!",03/09/2014,Metaphor: ReFantazio,1385,Inglês,20/05/2025,12:05:28
775886268,kommavt,KommaVT,"❥ Summoning successful! ❥ Travel companion, Komma, reporting for duty!",26/02/2022,ASMR,1506,Inglês,21/05/2025,03:03:37
70661496,chica,Chica,"Welcome to my live gaming channel, a place where you can explore and enjoy some of the best gaming content and be part of an outstanding community of video game lovers! You can learn more about me in the info section or—better yet—by following the stream and watching it LIVE!",05/09/2014,Fortnite,1411,Inglês,21/05/2025,05:23:39
418733765,igorrezende12,IgorRezende12,A live oficial do goleiro mais empregado do YouTube.,23/02/2019,Counter-Strike,1472,Português,21/05/2025,01:34:15
123907423,nixstah,Nixstah,"Content Creator from Los Angeles, Ca. I LOVE YOU CUTIES!",10/05/2016,Call of Duty: Warzone,1405,Inglês,21/05/2025,01:52:51
52968416,asmodaitv,AsmodaiTV,"Hey Im Chris, I play games ;o) Keepo",10/12/2013,Hearthstone,1416,Inglês,21/05/2025,01:02:54
234973404,waterlynn,waterlynn,Hope you enjoyed your stay!,29/06/2018,Just Chatting,1523,Inglês,21/05/2025,03:12:11
32099052,purpp,Purpp,small waist pretty face with a big bank,13/07/2012,Old School RuneScape,1447,Inglês,21/05/2025,02:03:46
66361387,missginadarling,MissGinaDarling,"Former G4TV and WWE host, streamer, all around half-decent human being on the internet",15/07/2014,Clair Obscur: Expedition 33,1430,Inglês,21/05/2025,01:00:21
50185928,majinphil,MajinPhil,im basically an idiot,15/10/2013,The Legend of Zelda: Ocarina of Time,1364,Inglês,21/05/2025,03:33:23
79294007,mira,mira,Destream ambassador | masters in psychology & neuroscience. human nature is fascinating | epigenetics research. for business inquiries mira.twitch@gmail.com  ,09/01/2015,Just Chatting,1322,Inglês,19/05/2025,18:00:21
205218019,el_yuste,el_yuste,Lo que viene a ser Yuste diciendo sus cosas.,13/03/2018,Just Chatting,1797,Espanhol,21/05/2025,06:02:23
56399221,viper,Viper,"Full-Time Gamer. Best Riven. 8 times ex rank 1 NA . Watch, Learn, Climb! | viperomran@gmail.com",08/02/2014,League of Legends,1058,Inglês,21/05/2025,00:07:54
806179236,meltonff,メルトンめるとん,ちょっと前にプロゲーマーやってた人YouTubeで動画更新してるから登録してください喜びますあとツイッターも,03/07/2022,Overwatch 2,1588,Japonês,21/05/2025,05:58:46
54121470,bronx,Bronx,I stream DBD. Demo enjoyer,30/12/2013,Dead by Daylight,1424,Inglês,21/05/2025,04:58:31
143662611,tanukininja,たぬき忍者,"忍者でござるぞ  
",03/01/2017,Teamfight Tactics,1367,Japonês,21/05/2025,03:05:28
72700357,pinkwardlol,PinkWardlol,The Original AP Shaco Top Player,08/10/2014,League of Legends,1234,Inglês,20/05/2025,23:10:14
84310923,corey2u,corey2u,✞ I’m Me Because Of God ✞,03/03/2015,Streamer University,6138,Inglês,21/05/2025,03:32:07
52891155,lowtiergod,LowTierGod,Official TWITCH channel of Low Tier God also known as Dalauan Sparrow ,09/12/2013,Just Chatting,1341,Inglês,21/05/2025,00:21:27
148140024,smokeask1,smokeask1,Holaaa trató de hacer directo diario 🥰,19/02/2017,Just Chatting,2467,Espanhol,21/05/2025,05:29:34
992986208,triplelift,triplelift,"Yiliang ""Doublelift"" Peng 24/7 rerun channel",20/11/2023,League of Legends,1848,Inglês,20/05/2025,23:01:19
56489971,metashi12,metashi12,29 Jahre alt und komplett durch mit dem Leben,09/02/2014,DARK SOULS III,1570,Alemão,21/05/2025,06:00:51
63493039,wearethevr,WeAreTheVR,A TheVR hivatalos Twitch csatornája. Streamek minden hétköznap reggel és délután!,01/06/2014,Talk Shows & Podcasts,1733,Húngaro,21/05/2025,06:30:28
617224090,zorgo_hs,zorgo_hs,Hey I am Zorg 28 and from Germany. I enjoy playing Bg and achieved my goal of hitting Rank 1 and now try to make a living from streaming a childrens card game.,06/12/2020,Hearthstone,1561,Inglês,20/05/2025,21:11:29
621253216,meltislive,MeltIsLIVE,JUST TRYNA MAKE YOUR DAY A LIL BIT BETTER!!!MAN OF GOD!!!LETS HAVE FUN!!| ALL BUSINESS INQUIRIES meltsliveentertainment@gmail.com,16/12/2020,Just Chatting,1542,Inglês,21/05/2025,01:57:40
93869876,thebausffs,Thebausffs,Challenger Full AD Sion Otp ,18/06/2015,League of Legends,3490,Inglês,21/05/2025,06:39:36
555397037,jonlimusic,JonLiMusic,🎹🎤 Music & variety streamer. Twitch & Chess.com partner. Husband. Dad to 4 Daughters. Dueling Pianist. Singer-Songwriter. Multi-Instrumentalist. Minnesotan. Christ-follower. Chinese. Founder of ROCK IT MAN ENTERTAINMENT. Say hi & request any of over 4000 songs from my list. Welcome to our Fam-Li! 🙃,16/07/2020,Chess,377,Inglês,21/05/2025,03:36:47
144132274,chuckmoulton,chuckmoulton,"Chess variant, strategy game, and variety game streamer (mostly bughouse).",07/01/2017,Chess,1613,Inglês,21/05/2025,03:41:49
72374786,msbee69,MsBee69,"Still in the making — From Soulsborne invasions to high-voltage ARPG builds · Always creating, always evolving · Twitch Partner · YouTube Partner · Digital Mischief Engineer · Cat Enthusiast 🐾 · Biz: abeestreams.axkuc@dralias.com",03/10/2014,ELDEN RING,1386,Inglês,21/05/2025,03:05:20
25595342,sweetily,Sweetily,Let's conquer the darkness together ♡ 我们一起来战胜黑暗 ✉️sweetily@ggtalentgroup.com,21/10/2011,Honkai: Star Rail,1390,Inglês,21/05/2025,03:01:21
74505272,keanelol,keanelol,ex pro league of legends player. VODs =  https://www.youtube.com/@keanetftvods564 .                            business : keanelol93@gmail.com,04/11/2014,Teamfight Tactics,1353,Inglês,21/05/2025,04:38:33
9679595,grimmmz,Grimmmz,Never on time....always on the grind. Welcome.,31/12/2009,Cash Cleaner Simulator,1271,Inglês,21/05/2025,04:02:47
95329211,gmbancsoo,GMbancsoo,"♚ GM Tamás Bánusz | FIDE 2600+ |  Hungarian Chess Grandmaster streaming blitz, bullet, puzzle solving, guess the rating and tournaments. Join me for limitless of blunders, insightful breakdowns, and a lot of fun with our community!",05/07/2015,Chess,1690,Inglês,21/05/2025,06:57:09
28585164,mynthos,Mynthos,Contact PRO: mynthos@20ty.gg,28/02/2012,Deliver At All Costs,1892,Francês,21/05/2025,06:41:33
151368796,piratesoftware,PirateSoftware,"Hi, my name is Thor. I've been in the games industry since 2004. I worked for Blizzard Entertainment, Amazon Games Studios, the United States Department of Energy, and now I own my own studio called Pirate Software. I'm a game developer, a hacker, and a giant nerd. Ask me stuff!",24/03/2017,Software and Game Development,1473,Inglês,21/05/2025,07:05:43
570123073,ba_st1on,ba_st1on,Реклама: TG: @bast10nn / danilka4481@mail.ru,20/08/2020,Virtual Casino,1562,Russo,21/05/2025,06:21:41
592652063,loud_brabox,LOUD_Brabox,"EX BANIDO, LIVE TODOS OS DIAS,TRABALHANDO POR AMOR!",06/10/2020,Just Chatting,1396,Português,20/05/2025,23:22:03
159782005,guddummit,GuDDummit,"Привет, я Арслан. Сотрудничество: Info@vorobeyprod.ru | Регистрация в реестре: https://vk.cc/cHoCK8",10/06/2017,Hearthstone,1386,Russo,21/05/2025,06:53:54
858359149,ramuneshiranami,白波らむね,◯ぶいすぽ公式HP　https://vspo.jp/　◯使用BGM　曲名 『Epoch』『Funny』『Arrival』『Notion』『Days』『Inside Out』作曲 RYU ITO　https://ryu110.com/　https://www.youtube.com/@nemumusic  https://www.youtube.com/@fai_musics,19/12/2022,Fast Food Simulator,2903,Japonês,21/05/2025,07:19:36
104435562,qrushcsgo,QRUSHcsgo,"Молодой, горячий, перспективный киберспортсмен из города Уфа. На стриме иногда хаваю, иногда хипиш. Для сотрудничества: https://vk.com/qrushcs",15/10/2015,Counter-Strike,1751,Russo,21/05/2025,07:21:10
142898099,gon_vl,gon_vl,😅,26/12/2016,VALORANT,7554,Japonês,21/05/2025,07:32:13
1239853264,stellarwealth,stellarwealth,https://streamelements.com/alvaroeth/tip,27/01/2025,Just Chatting,1667,Inglês,21/05/2025,04:55:13
1310845998,ritualxfps_,ritualxfps_,1x FNCS CHAMPION | EWC 2024 WORLD CHAMPION | always grinding,15/05/2025,Fortnite,1513,Inglês,21/05/2025,03:03:36
79297907,polypuff,Polypuff,Hallo~ I'm a peak Grandmaster support main on the Korean / NA server! I'm known for my unsealed spellbook Bard in League but I play a lot of other champions and games depending on the day. I also stream art once in a while (´  ･ω･`). Remember to read the FAQ and Rules down below!,09/01/2015,League of Legends,1674,Inglês,21/05/2025,04:01:53
25233449,mago2dgod,mago2dgod,プロeスポーツチーム「DONUTS VARREL」所属。 Professional Gamer VARREL | MAGO連絡等が必要な方はこちらへ→management@cellorb.jp,03/10/2011,Just Chatting,2318,Japonês,21/05/2025,07:39:19
31645736,goodoq,goodoq,"Максим, 33 года, Санкт-Петербург. Предложения по сотрудничеству: info@vorobeyprod.ru t.me/Vorobe1ch",26/06/2012,Dota 2,1683,Russo,21/05/2025,07:00:48
587350743,kinapoppo,kinapoppo,youtubeもやってます。,24/09/2020,League of Legends,1585,Japonês,21/05/2025,07:23:15
212474095,guilty1223,ギルくん,Vtuber好きのいろんな人が好きでいろんなゲームも好きです,07/04/2018,Grand Theft Auto V,2877,Japonês,21/05/2025,07:54:58
115842730,icebergdoto,icebergdoto,По вопросам сотрудничества пишите на почту - icebergbus@gmail.com,14/02/2016,Dota 2,2056,Russo,21/05/2025,07:34:31
553731558,sushidog,sushidog,I got dat dog in me🐶アナログイラストレーター🎨,12/07/2020,Art,2758,Japonês,21/05/2025,02:48:14
401670504,oatley,Oatley,Family Friendly Professional Fortnite Player and Content Creator,12/12/2018,Fortnite,1498,Inglês,21/05/2025,06:00:47
105244994,quickhuntik,QUICKHUNTIK,Почта для сотрудничества agency@nektartwitch.ru,26/10/2015,Dead by Daylight,2074,Russo,21/05/2025,06:52:51
30773126,delordione,delordione,"contact: weronika@cfa.gg Liga Legend, gry, watchparty, co streamy, odtwarzacz, wszystko to, co mozna pokomentowac i podyskutowac:D ",24/05/2012,Just Chatting,1821,Polonês,21/05/2025,08:05:32
40733337,mariachi,Mariachi,be positive &gt;&lt; Dota 2 streamer,25/02/2013,Dota 2,1521,Russo,21/05/2025,07:13:11
777241187,kiruma_ch,切嘛,きるまって読みます,03/03/2022,Grand Theft Auto V,1736,Japonês,21/05/2025,06:06:22
247582617,kokuszcsoport,kokuszcsoport,A JÓLVANEZÍGY és a Fókuszcsoport hivatalos twitch csatornája.,13/08/2018,Just Chatting,1572,Húngaro,21/05/2025,07:41:59
965211358,compass_cs2,Compass_cs2,"Navigate, Discover, Dominate. Follow the compass to Counter-Strike victory 🧭“YALLA, LET’S GO”",05/10/2023,Counter-Strike,1623,Inglês,21/05/2025,07:43:32
552015849,rmcsport,RMCsport,Bienvenue sur la chaîne Twitch officielle de RMC Sport !,07/07/2020,Sports,1666,Francês,21/05/2025,08:01:08
856411141,narodcast4,NarodCast4,NarodCast освещают для вас турниры по Dota 2 и Counter-Strike 2,12/12/2022,Counter-Strike,1617,Russo,21/05/2025,07:22:53
99401753,chesscoachandras,chesscoachandras,"International Master Andras Toth. Chess coach and chess content creator for Twitch, Youtube, and Chessable. Chessable Author of the Year in 2021.",16/08/2015,Chess,1591,Inglês,21/05/2025,08:21:32
113511896,chap_gg,Chap_GG,Jungler ADC Challenger 4x Champion d’Europe sur League Of Legends 🏆,22/01/2016,League of Legends,1537,Francês,21/05/2025,06:53:24
151079000,skillz0r1337,SKILLZ0R1337,LOL NELOL chips o___o ddance rrave ,21/03/2017,Just Chatting,2113,Russo,21/05/2025,08:34:01
194331558,august,August,I play support in Top 500 and I also don't understand what sin cos and tan are,02/02/2018,Overwatch 2,1590,Inglês,21/05/2025,05:38:03
882546504,ow_esports_jp,OW_ESPORTS_JP,Overwatch Esportsの公式配信チャンネルホームです 。 ,16/02/2023,Overwatch 2,3014,Japonês,21/05/2025,08:30:30
38206419,fgsquared,FGsquared,Hi! I'm FG (she/her). Variety Streamer & Co-Host of ADHD Podcast Attention Plan. Lover of all things Otter. It's probably NOT my birthday but chat will tell you otherwise. Not a Cult! Often plays unknown or wacky Indie games. Advocate for accessibility in games esp. concerning simulation sickness.,04/12/2012,RoadCraft,1509,Inglês,21/05/2025,08:04:04
784315439,mansayasama,mansayasama,NORTHEPTION ストリーマー部門所属 2022/7/19 Twitchパートナー になれました✨映画やドラマを鑑賞するのが好きです。ゲームも大好き！,31/03/2022,Grand Theft Auto V,1820,Japonês,21/05/2025,08:28:44
626747405,iq200yukaf,IQ200YukaF,Apex ProPlayer for FNATIC,27/12/2020,Apex Legends,1626,Japonês,21/05/2025,08:27:50
511291135,pudgaero,PUDGAERO,Улыбнись мармеладка :3 ► Включен Роскомнадзором в перечень персональных страниц https://gosuslugi.ru/snet/67a5c8104689c2151c82ea27,09/04/2020,Just Chatting,1681,Russo,21/05/2025,07:22:15
86690831,takluz,Takluz,สวัสดีทุกคนน พี่ชื่อกิ๊ฟ ชอบ T1 กับ ManU มากๆ  | คนทำ intro : Mongkol Torsuppaisan 0958462096 | คนเขียน code และ โปรแกรม : Saki019,28/03/2015,League of Legends,1683,Tailandês,21/05/2025,07:33:53
174754672,prod,PROD,Twitter: https://twitter.com/ProdCM_ @PRODCM_,19/09/2017,VALORANT,1790,Inglês,21/05/2025,07:12:33
129405323,oilrats,Oilrats,21 year old eggman named Jonathan ,12/07/2016,Rust,1547,Inglês,21/05/2025,06:50:13
1228390398,sinatraavod,sinatraavod,@sinatraa 24/7 rerun channel business email: sinatraa@evolved.gg,07/01/2025,VALORANT,2608,Inglês,20/05/2025,09:16:30
412114748,thejrm_,TheJRM_,My name is JRM and I'm 23 years old! Contact me at: snowballmediadigital@gmail.com,25/01/2019,Dead by Daylight,1621,Inglês,21/05/2025,08:17:43
44113905,almazer5,almazer5,Инпутлаг по жизни . Для сотрудничества: vk.com/almazer1 TG- @almazer1 ,29/05/2013,Counter-Strike,1599,Russo,21/05/2025,07:49:48
145416777,fps__saku,fps__saku,初めましてsakuです。Apex Legendsのプロゲーマーをしてます。,21/01/2017,Apex Legends,1651,Japonês,21/05/2025,09:01:25
